category,subcategory,vendor_guess,date_guess,Name,FullName,Extension,Length,LastWriteTime
_junk,drop,,,readmeger.rtf,C:\Users\alto8\Downloads\Install\Readme\readmeger.rtf,.rtf,8247,12/8/2008 11:13:14 PM
_junk,drop,,,readmeita.rtf,C:\Users\alto8\Downloads\Install\Readme\readmeita.rtf,.rtf,8307,12/8/2008 11:15:05 PM
_junk,drop,,,readmepor.rtf,C:\Users\alto8\Downloads\Install\Readme\readmepor.rtf,.rtf,8378,12/8/2008 11:26:39 PM
_junk,drop,,,readmenor.rtf,C:\Users\alto8\Downloads\Install\Readme\readmenor.rtf,.rtf,8373,12/8/2008 11:27:40 PM
_junk,drop,,,readmeptb.rtf,C:\Users\alto8\Downloads\Install\Readme\readmeptb.rtf,.rtf,8411,12/8/2008 11:30:15 PM
_junk,drop,,,readmespa.rtf,C:\Users\alto8\Downloads\Install\Readme\readmespa.rtf,.rtf,8375,12/8/2008 11:32:10 PM
_junk,drop,,,readmeswe.rtf,C:\Users\alto8\Downloads\Install\Readme\readmeswe.rtf,.rtf,8367,12/8/2008 11:33:54 PM
_junk,drop,,,readmeusa.rtf,C:\Users\alto8\Downloads\Install\Readme\readmeusa.rtf,.rtf,10306,12/8/2008 11:37:03 PM
_junk,drop,,,readmehun.rtf,C:\Users\alto8\Downloads\Install\Readme\readmehun.rtf,.rtf,8405,12/8/2008 11:49:41 PM
_junk,drop,,,readmepol.rtf,C:\Users\alto8\Downloads\Install\Readme\readmepol.rtf,.rtf,8143,12/8/2008 11:51:44 PM
_junk,drop,,,readmerom.rtf,C:\Users\alto8\Downloads\Install\Readme\readmerom.rtf,.rtf,8425,12/8/2008 11:53:42 PM
_junk,drop,,,readmesvk.rtf,C:\Users\alto8\Downloads\Install\Readme\readmesvk.rtf,.rtf,8458,12/8/2008 11:55:33 PM
_junk,drop,,,readmeeng.rtf,C:\Users\alto8\Downloads\Install\Readme\readmeeng.rtf,.rtf,8189,12/8/2008 5:55:13 AM
_junk,drop,,,readmedan.rtf,C:\Users\alto8\Downloads\Install\Readme\readmedan.rtf,.rtf,8257,12/8/2008 5:56:10 AM
_junk,drop,,,readmedut.rtf,C:\Users\alto8\Downloads\Install\Readme\readmedut.rtf,.rtf,8423,12/8/2008 5:56:56 AM
_junk,drop,,,readmetrk.rtf,C:\Users\alto8\Downloads\Install\Readme\readmetrk.rtf,.rtf,8411,12/9/2008 12:00:53 AM
_junk,drop,,,readmerus.rtf,C:\Users\alto8\Downloads\Install\Readme\readmerus.rtf,.rtf,9674,12/9/2008 12:05:42 AM
_junk,drop,,,readmebul.rtf,C:\Users\alto8\Downloads\Install\Readme\readmebul.rtf,.rtf,9387,12/9/2008 12:07:27 AM
_junk,drop,,,readmechn.rtf,C:\Users\alto8\Downloads\Install\Readme\readmechn.rtf,.rtf,8717,12/9/2008 12:09:50 AM
_junk,drop,,,readmecht.rtf,C:\Users\alto8\Downloads\Install\Readme\readmecht.rtf,.rtf,8659,12/9/2008 12:13:02 AM
_junk,drop,,,readmecze.rtf,C:\Users\alto8\Downloads\Install\Readme\readmecze.rtf,.rtf,8294,12/9/2008 1:58:06 AM
_junk,drop,,,~$ver Letter Generative AI Medical engagement lead Pfizer.docx,C:\Users\alto8\Desktop\~$ver Letter Generative AI Medical engagement lead Pfizer.docx,.docx,162,2/14/2024 12:45:38 AM
_junk,drop,,,eng.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\aru\eng.txt,.txt,2689,2/16/2017 2:15:05 AM
_junk,drop,,,eng.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\chneng\eng.txt,.txt,2689,2/16/2017 2:15:05 AM
_junk,drop,,,cht.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\cht\cht.txt,.txt,1828,2/16/2017 2:15:05 AM
_junk,drop,,,cze.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\cze\cze.txt,.txt,2778,2/16/2017 2:15:05 AM
_junk,drop,,,dan.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\dan\dan.txt,.txt,2769,2/16/2017 2:15:05 AM
_junk,drop,,,dut.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\dut\dut.txt,.txt,3053,2/16/2017 2:15:05 AM
_junk,drop,,,eng.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\eng\eng.txt,.txt,2689,2/16/2017 2:15:05 AM
_junk,drop,,,fin.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\fin\fin.txt,.txt,2617,2/16/2017 2:15:05 AM
_junk,drop,,,ger.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\ger\ger.txt,.txt,3231,2/16/2017 2:15:05 AM
_junk,drop,,,hrv.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\hrv\hrv.txt,.txt,2629,2/16/2017 2:15:05 AM
_junk,drop,,,hun.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\hun\hun.txt,.txt,3119,2/16/2017 2:15:05 AM
_junk,drop,,,ind.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\ind\ind.txt,.txt,2837,2/16/2017 2:15:05 AM
_junk,drop,,,ita.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\ita\ita.txt,.txt,3057,2/16/2017 2:15:05 AM
_junk,drop,,,eng.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\jpneng\eng.txt,.txt,2689,2/16/2017 2:15:05 AM
_junk,drop,,,kor.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\kor\kor.txt,.txt,2299,2/16/2017 2:15:05 AM
_junk,drop,,,nor.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\nor\nor.txt,.txt,2808,2/16/2017 2:15:05 AM
_junk,drop,,,pol.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\pol\pol.txt,.txt,2991,2/16/2017 2:15:05 AM
_junk,drop,,,por.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\por\por.txt,.txt,3061,2/16/2017 2:15:05 AM
_junk,drop,,,rom.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\rom\rom.txt,.txt,3167,2/16/2017 2:15:05 AM
_junk,drop,,,rus.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\rus\rus.txt,.txt,2840,2/16/2017 2:15:05 AM
_junk,drop,,,slv.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\slv\slv.txt,.txt,2733,2/16/2017 2:15:05 AM
_junk,drop,,,spa.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\spa\spa.txt,.txt,3049,2/16/2017 2:15:05 AM
_junk,drop,,,eng.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\srl\eng.txt,.txt,2689,2/16/2017 2:15:05 AM
_junk,drop,,,swe.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\swe\swe.txt,.txt,2745,2/16/2017 2:15:05 AM
_junk,drop,,,tha.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\tha\tha.txt,.txt,2575,2/16/2017 2:15:05 AM
_junk,drop,,,eng.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\ukr\eng.txt,.txt,2689,2/16/2017 2:15:05 AM
_junk,drop,,,eng.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\usa\eng.txt,.txt,2689,2/16/2017 2:15:05 AM
_junk,drop,,,eng.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\vit\eng.txt,.txt,2689,2/16/2017 2:15:05 AM
_junk,drop,,,~$ontech cover letter.docx,C:\Users\alto8\Desktop\~$ontech cover letter.docx,.docx,162,2/16/2022 4:19:39 PM
_junk,drop,,2024,~$siness Resume Emmett Alton Sartor January 2024.docx,C:\Users\alto8\Desktop\~$siness Resume Emmett Alton Sartor January 2024.docx,.docx,162,2/2/2024 9:11:20 AM
_junk,drop,,,~$SPoC_clinical_dev Safety DND edits.pptx,C:\Users\alto8\Downloads\~$SPoC_clinical_dev Safety DND edits.pptx,.pptx,165,2/23/2024 11:05:35 AM
_junk,drop,,,~$2026_01_20_Consortium (1).pptx,C:\Users\alto8\Downloads\~$2026_01_20_Consortium (1).pptx,.pptx,165,2/3/2026 11:22:51 AM
_junk,drop,,,~$en prompt for hackathon.docx,C:\Users\alto8\Downloads\~$en prompt for hackathon.docx,.docx,162,3/10/2026 12:11:15 PM
_junk,drop,,,~$AI and pharmacovigilance proposal - IHI Call 11-03feb25.pptx,C:\Users\alto8\Downloads\~$AI and pharmacovigilance proposal - IHI Call 11-03feb25.pptx,.pptx,165,3/12/2025 1:44:00 AM
_junk,drop,,2024,~$WGA_3.12.2024.pptx,C:\Users\alto8\Downloads\~$WGA_3.12.2024.pptx,.pptx,165,3/13/2024 2:46:15 AM
_junk,drop,,2024,~$S 2024 goals.docx,C:\Users\alto8\Downloads\~$S 2024 goals.docx,.docx,162,3/15/2024 9:23:03 AM
_junk,drop,,,jpn.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\wlan_assistant\jpn\jpn.txt,.txt,2218,3/16/2017 3:48:19 AM
_junk,drop,,,~$nerative AI in Safety.docx,C:\Users\alto8\Desktop\~$nerative AI in Safety.docx,.docx,162,3/21/2024 11:14:33 AM
_junk,drop,,,Readme.txt,C:\Users\alto8\Downloads\Device Detection Troubleshoot Tool 1.0.0.8\Release\Readme.txt,.txt,323,3/26/2024 3:30:00 PM
_junk,drop,,2025,~$S 2025 goals.docx,C:\Users\alto8\Downloads\~$S 2025 goals.docx,.docx,162,3/28/2025 4:27:38 PM
_junk,drop,,2025,~$siness Resume Emmett Alton Sartor 2025.docx,C:\Users\alto8\Desktop\CV and Cover letters\~$siness Resume Emmett Alton Sartor 2025.docx,.docx,162,3/28/2025 4:42:04 PM
_junk,drop,,2023,~$siness Resume Emmett Alton Sartor May 2023.docx,C:\Users\alto8\Downloads\~$siness Resume Emmett Alton Sartor May 2023.docx,.docx,162,3/31/2023 12:13:31 PM
_junk,drop,,,readmetha.rtf,C:\Users\alto8\Downloads\Install\Readme\readmetha.rtf,.rtf,81128,3/6/2013 2:13:48 AM
_junk,drop,,,readmearu.rtf,C:\Users\alto8\Downloads\Install\Readme\readmearu.rtf,.rtf,95846,3/9/2011 5:48:30 AM
_junk,drop,,,D2230412.txt,C:\Users\alto8\Documents\Diablo II\GameLogs\D2230412.txt,.txt,45461,4/12/2023 11:24:06 PM
_junk,drop,,,D2230413.txt,C:\Users\alto8\Documents\Diablo II\GameLogs\D2230413.txt,.txt,3790,4/13/2023 9:10:22 PM
_junk,drop,,,~$All GPS Mandatory Docs inc. RDU.xlsx,C:\Users\alto8\Downloads\~$All GPS Mandatory Docs inc. RDU.xlsx,.xlsx,165,4/15/2025 11:41:00 AM
_junk,drop,,,~$naging Individual Case Safety Reports (ICSR) Compliance.docx,C:\Users\alto8\Downloads\~$naging Individual Case Safety Reports (ICSR) Compliance.docx,.docx,162,4/24/2025 5:53:15 PM
_junk,drop,,,"~$tection, Management and Review of Safety Signals.docx","C:\Users\alto8\Downloads\~$tection, Management and Review of Safety Signals.docx",.docx,162,4/25/2024 9:39:03 PM
_junk,drop,,,~$AGI Presentation.pptx,C:\Users\alto8\Desktop\Biogen Folder\Aduhelm Machine learning\~$AGI Presentation.pptx,.pptx,165,4/30/2022 9:23:15 PM
_junk,drop,,,~$Machine learning overview presentation.pptx,C:\Users\alto8\Desktop\Biogen Folder\Aduhelm Machine learning\~$Machine learning overview presentation.pptx,.pptx,165,4/30/2022 9:31:21 PM
_junk,drop,,,eng.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\aru\eng.txt,.txt,7512,4/4/2017 2:15:51 AM
_junk,drop,,,eng.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\chneng\eng.txt,.txt,7512,4/4/2017 2:15:51 AM
_junk,drop,,,cht.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\cht\cht.txt,.txt,5400,4/4/2017 2:15:51 AM
_junk,drop,,,cze.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\cze\cze.txt,.txt,7311,4/4/2017 2:15:51 AM
_junk,drop,,,dan.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\dan\dan.txt,.txt,7738,4/4/2017 2:15:51 AM
_junk,drop,,,dut.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\dut\dut.txt,.txt,7999,4/4/2017 2:15:51 AM
_junk,drop,,,eng.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\eng\eng.txt,.txt,7512,4/4/2017 2:15:51 AM
_junk,drop,,,fin.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\fin\fin.txt,.txt,7404,4/4/2017 2:15:51 AM
_junk,drop,,,ger.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\ger\ger.txt,.txt,8673,4/4/2017 2:15:51 AM
_junk,drop,,,hrv.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\hrv\hrv.txt,.txt,7440,4/4/2017 2:15:51 AM
_junk,drop,,,hun.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\hun\hun.txt,.txt,7867,4/4/2017 2:15:51 AM
_junk,drop,,,ind.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\ind\ind.txt,.txt,7814,4/4/2017 2:15:51 AM
_junk,drop,,,ita.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\ita\ita.txt,.txt,7958,4/4/2017 2:15:51 AM
_junk,drop,,,eng.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\jpneng\eng.txt,.txt,7512,4/4/2017 2:15:51 AM
_junk,drop,,,kor.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\kor\kor.txt,.txt,6430,4/4/2017 2:15:51 AM
_junk,drop,,,nor.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\nor\nor.txt,.txt,7704,4/4/2017 2:15:51 AM
_junk,drop,,,pol.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\pol\pol.txt,.txt,7994,4/4/2017 2:15:51 AM
_junk,drop,,,por.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\por\por.txt,.txt,8064,4/4/2017 2:15:51 AM
_junk,drop,,,rom.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\rom\rom.txt,.txt,7972,4/4/2017 2:15:51 AM
_junk,drop,,,rus.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\rus\rus.txt,.txt,7628,4/4/2017 2:15:51 AM
_junk,drop,,,slv.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\slv\slv.txt,.txt,7574,4/4/2017 2:15:51 AM
_junk,drop,,,spa.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\spa\spa.txt,.txt,8147,4/4/2017 2:15:51 AM
_junk,drop,,,eng.txt,C:\Users\alto8\Downloads\Install\Wlan_wiz\srl\eng.txt,.txt,7512,4/4/2017 2:15:51 AM
